,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2004-04-12,48.15999984741211,48.369998931884766,47.56999969482422,47.959999084472656,47.959999084472656,4345900,AMZN,39.313583,44.40999984741211,0.0,3.549999237060547
2004-04-27,47.59000015258789,48.79999923706055,46.790000915527344,48.0,48.0,8983700,AMZN,40.575466,41.9900016784668,0.0,6.009998321533203
2004-05-10,41.22999954223633,42.150001525878906,40.56999969482422,41.2599983215332,41.2599983215332,10209000,AMZN,38.160156,50.22999954223633,0.0,-8.970001220703125
2004-05-11,41.91999816894531,43.040000915527344,41.900001525878906,42.70000076293945,42.70000076293945,7595600,AMZN,37.696655,50.349998474121094,0.0,-7.649997711181641
2004-05-13,42.459999084472656,44.130001068115234,42.25,43.61000061035156,43.61000061035156,8261200,AMZN,37.07437,50.95000076293945,0.0,-7.340000152587891
2004-05-20,41.650001525878906,41.970001220703125,40.79999923706055,40.97999954223633,40.97999954223633,5926300,AMZN,36.122044,49.25,0.0,-8.270000457763672
2004-05-21,41.27000045776367,41.47999954223633,40.54999923706055,41.16999816894531,41.16999816894531,5272900,AMZN,35.820614,50.11000061035156,0.0,-8.94000244140625
2004-05-25,41.75,43.86000061035156,41.38999938964844,43.619998931884766,43.619998931884766,7222000,AMZN,35.467014,49.77000045776367,0.0,-6.150001525878906
2004-05-27,45.27000045776367,47.83000183105469,44.849998474121094,47.619998931884766,47.619998931884766,14175200,AMZN,36.325,49.77000045776367,0.0,-2.1500015258789062
2004-06-07,51.689998626708984,51.9900016784668,50.650001525878906,51.7599983215332,51.7599983215332,7688000,AMZN,43.0569,53.709999084472656,0.0,-1.9500007629394531
2004-06-09,51.619998931884766,51.83000183105469,50.0099983215332,50.2400016784668,50.2400016784668,6579400,AMZN,44.529938,52.560001373291016,0.0,-2.3199996948242188
2004-06-17,50.5099983215332,50.90999984741211,49.40999984741211,49.77000045776367,49.77000045776367,5875500,AMZN,44.982952,48.31999969482422,0.0,1.4500007629394531
2004-06-24,51.0,51.939998626708984,50.689998626708984,51.02000045776367,51.02000045776367,6760100,AMZN,44.303917,47.099998474121094,0.0,3.920001983642578
2004-06-30,53.61000061035156,54.70000076293945,53.41999816894531,54.400001525878906,54.400001525878906,6899100,AMZN,45.853485,45.81999969482422,0.0,8.580001831054688
2004-07-01,53.79999923706055,54.040000915527344,52.04999923706055,52.560001373291016,52.560001373291016,7211900,AMZN,46.281036,39.97999954223633,0.0,12.580001831054688
2004-07-06,52.54999923706055,52.599998474121094,50.4900016784668,51.2400016784668,51.2400016784668,6156900,AMZN,46.540768,39.11000061035156,0.0,12.130001068115234
2004-07-14,48.95000076293945,50.400001525878906,48.88999938964844,49.5,49.5,5065600,AMZN,43.98955,37.119998931884766,0.0,12.380001068115234
2004-07-15,49.5099983215332,49.66999816894531,48.119998931884766,48.66999816894531,48.66999816894531,5244100,AMZN,43.593674,35.61000061035156,0.0,13.05999755859375
2004-07-20,46.13999938964844,47.849998474121094,46.119998931884766,46.9900016784668,46.9900016784668,7626300,AMZN,42.303944,37.099998474121094,0.0,9.890003204345703
2004-07-27,39.20000076293945,39.90999984741211,38.79999923706055,39.11000061035156,39.11000061035156,10534900,AMZN,38.890602,38.22999954223633,0.0,0.8800010681152344
2004-08-04,36.81999969482422,37.459999084472656,36.400001525878906,37.119998931884766,37.119998931884766,9765600,AMZN,33.401966,40.29999923706055,0.0,-3.1800003051757812
2004-08-09,35.34000015258789,36.29999923706055,34.849998474121094,35.31999969482422,35.31999969482422,9167200,AMZN,32.069958,38.310001373291016,0.0,-2.990001678466797
2004-08-12,36.25,37.349998474121094,36.16999816894531,36.290000915527344,36.290000915527344,9118100,AMZN,31.350065,39.18000030517578,0.0,-2.8899993896484375
2004-08-19,40.2599983215332,40.47999954223633,36.349998474121094,38.630001068115234,38.630001068115234,12696100,AMZN,31.979929,38.56999969482422,0.0,0.060001373291015625
2004-09-15,42.04999923706055,43.18000030517578,41.869998931884766,42.209999084472656,42.209999084472656,11135800,AMZN,32.85929,41.36000061035156,0.0,0.8499984741210938
2004-09-29,39.45000076293945,40.91999816894531,39.36000061035156,40.84000015258789,40.84000015258789,9918800,AMZN,35.4867,38.349998474121094,0.0,2.490001678466797
2004-10-01,41.290000915527344,41.29999923706055,40.38999938964844,40.470001220703125,40.470001220703125,11268900,AMZN,35.256767,34.599998474121094,0.0,5.870002746582031
2004-10-18,38.22999954223633,39.470001220703125,37.88999938964844,39.27000045776367,39.27000045776367,8093200,AMZN,34.037502,37.31999969482422,0.0,1.9500007629394531
2004-10-20,38.11000061035156,38.59000015258789,37.790000915527344,38.349998474121094,38.349998474121094,6798500,AMZN,33.40138,38.09000015258789,0.0,0.2599983215332031
2004-10-25,34.0,34.40999984741211,33.720001220703125,33.970001220703125,33.970001220703125,10531800,AMZN,32.90664,40.88999938964844,0.0,-6.9199981689453125
2004-10-28,34.2400016784668,34.77000045776367,34.13999938964844,34.45000076293945,34.45000076293945,7220600,AMZN,30.4966,40.369998931884766,0.0,-5.9199981689453125
2004-11-03,37.18000030517578,37.619998931884766,35.560001373291016,35.91999816894531,35.91999816894531,10208200,AMZN,29.5762,38.75,0.0,-2.8300018310546875
2004-11-04,35.70000076293945,37.290000915527344,35.52000045776367,36.90999984741211,36.90999984741211,7600300,AMZN,29.875914,39.09000015258789,0.0,-2.1800003051757812
2004-11-15,40.459999084472656,41.5,40.18000030517578,40.88999938964844,40.88999938964844,10366200,AMZN,32.829365,38.20000076293945,0.0,2.6899986267089844
2004-11-22,38.439998626708984,38.529998779296875,37.58000183105469,38.04999923706055,38.04999923706055,8868600,AMZN,33.959805,40.439998626708984,0.0,-2.3899993896484375
2004-11-29,39.599998474121094,39.619998931884766,37.709999084472656,38.939998626708984,38.939998626708984,9874100,AMZN,33.05764,38.95000076293945,0.0,-0.01000213623046875
2004-12-01,40.0,40.0,39.25,39.97999954223633,39.97999954223633,7756000,AMZN,33.01086,39.52000045776367,0.0,0.45999908447265625
2004-12-06,39.72999954223633,39.97999954223633,39.150001525878906,39.4900016784668,39.4900016784668,6088000,AMZN,33.257435,44.630001068115234,0.0,-5.1399993896484375
2004-12-13,39.33000183105469,40.279998779296875,38.81999969482422,39.83000183105469,39.83000183105469,6052100,AMZN,32.676857,42.13999938964844,0.0,-2.30999755859375
2004-12-16,40.86000061035156,41.0,39.709999084472656,40.04999923706055,40.04999923706055,5414900,AMZN,32.95202,42.31999969482422,0.0,-2.270000457763672
2004-12-17,40.15999984741211,40.220001220703125,39.869998931884766,40.0099983215332,40.0099983215332,5486000,AMZN,33.03238,41.84000015258789,0.0,-1.8300018310546875
2005-01-14,42.900001525878906,44.65999984741211,42.36000061035156,44.54999923706055,44.54999923706055,12533000,AMZN,37.596733,35.689998626708984,0.0,8.860000610351562
2005-01-19,44.470001220703125,44.7400016784668,43.43000030517578,43.959999084472656,43.959999084472656,7396700,AMZN,38.256042,35.88999938964844,0.0,8.069999694824219
2005-01-25,40.63999938964844,41.439998626708984,40.45000076293945,40.939998626708984,40.939998626708984,9027900,AMZN,37.782375,36.13999938964844,0.0,4.799999237060547
2005-01-26,41.18000030517578,41.79999923706055,40.2599983215332,41.34000015258789,41.34000015258789,7714900,AMZN,37.397324,35.65999984741211,0.0,5.680000305175781
2005-01-28,42.09000015258789,43.0,41.529998779296875,42.220001220703125,42.220001220703125,6152400,AMZN,36.903805,35.310001373291016,0.0,6.909999847412109
2005-02-01,43.0,43.27000045776367,42.380001068115234,42.47999954223633,42.47999954223633,6761500,AMZN,36.86331,34.13999938964844,0.0,8.34000015258789
2005-02-07,35.81999969482422,35.84000015258789,35.54999923706055,35.689998626708984,35.689998626708984,7112400,AMZN,36.47361,35.38999938964844,-0.2999992370605469,0.0
2005-02-23,34.95000076293945,34.970001220703125,33.20000076293945,34.13999938964844,34.13999938964844,10500400,AMZN,31.014748,33.869998931884766,0.0,0.2700004577636719
2005-02-28,34.720001220703125,35.65999984741211,34.66999816894531,35.18000030517578,35.18000030517578,8422900,AMZN,30.006662,33.66999816894531,0.0,1.5100021362304688
2005-03-04,35.84000015258789,36.310001373291016,35.70000076293945,35.849998474121094,35.849998474121094,5545700,AMZN,29.094862,33.38999938964844,0.0,2.4599990844726562
2005-03-08,36.310001373291016,36.43000030517578,35.75,35.83000183105469,35.83000183105469,4792900,AMZN,28.928856,34.31999969482422,0.0,1.5100021362304688
2005-03-15,34.58000183105469,34.849998474121094,33.900001525878906,34.18000030517578,34.18000030517578,5070600,AMZN,27.963404,34.81999969482422,0.0,-0.6399993896484375
2005-03-17,33.58000183105469,34.439998626708984,33.58000183105469,33.970001220703125,33.970001220703125,4858000,AMZN,27.244408,34.599998474121094,0.0,-0.6299972534179688
2005-03-18,34.150001525878906,34.279998779296875,33.650001525878906,34.15999984741211,34.15999984741211,5294700,AMZN,26.936401,34.599998474121094,0.0,-0.4399986267089844
2005-04-07,34.68000030517578,34.91999816894531,34.5,34.900001525878906,34.900001525878906,3807300,AMZN,26.369242,32.52000045776367,0.0,2.3800010681152344
2005-04-13,34.349998474121094,34.709999084472656,34.150001525878906,34.29999923706055,34.29999923706055,4125100,AMZN,26.39511,33.959999084472656,0.0,0.3400001525878906
2005-04-15,33.959999084472656,34.0,33.02000045776367,33.02000045776367,33.02000045776367,5985000,AMZN,26.163261,34.52000045776367,0.0,-1.5
2005-04-19,33.18000030517578,33.369998931884766,32.0099983215332,32.779998779296875,32.779998779296875,6619400,AMZN,25.73087,34.22999954223633,0.0,-1.4500007629394531
2005-04-28,31.65999984741211,32.91999816894531,31.6299991607666,32.52000045776367,32.52000045776367,14472800,AMZN,25.72591,35.59000015258789,0.0,-3.0699996948242188
2005-05-05,33.959999084472656,34.18000030517578,33.59000015258789,33.959999084472656,33.959999084472656,4616900,AMZN,26.150488,35.45000076293945,0.0,-1.4900016784667969
2005-05-12,33.70000076293945,34.119998931884766,33.54999923706055,33.849998474121094,33.849998474121094,6005000,AMZN,27.594957,35.59000015258789,0.0,-1.7400016784667969
2005-05-13,33.9900016784668,34.349998474121094,33.79999923706055,33.900001525878906,33.900001525878906,3991800,AMZN,27.664791,35.77000045776367,0.0,-1.8699989318847656
2005-05-19,35.369998931884766,35.90999984741211,35.33000183105469,35.59000015258789,35.59000015258789,5343500,AMZN,27.93064,34.95000076293945,0.0,0.6399993896484375
2005-05-24,35.47999954223633,35.56999969482422,35.130001068115234,35.540000915527344,35.540000915527344,5914600,AMZN,28.145235,35.2400016784668,0.0,0.2999992370605469
2005-05-27,35.220001220703125,35.54999923706055,35.150001525878906,35.5,35.5,3287100,AMZN,27.904596,35.689998626708984,0.0,-0.18999862670898438
2005-06-06,35.540000915527344,36.02000045776367,35.47999954223633,35.77000045776367,35.77000045776367,3881500,AMZN,28.044317,34.5,0.0,1.2700004577636719
2005-06-17,35.88999938964844,36.06999969482422,35.15999984741211,35.310001373291016,35.310001373291016,4826100,AMZN,26.91701,35.59000015258789,0.0,-0.279998779296875
2005-06-21,35.599998474121094,35.810001373291016,35.279998779296875,35.380001068115234,35.380001068115234,4457100,AMZN,26.970526,36.5099983215332,0.0,-1.1299972534179688
2005-07-05,33.5,34.47999954223633,33.45000076293945,34.08000183105469,34.08000183105469,7383800,AMZN,25.5101,37.7400016784668,0.0,-3.6599998474121094
2005-07-26,38.220001220703125,38.75,37.720001220703125,37.7400016784668,37.7400016784668,14782300,AMZN,30.05164,44.27000045776367,0.0,-6.529998779296875
2005-07-28,43.540000915527344,45.810001373291016,43.369998931884766,45.68000030517578,45.68000030517578,25141500,AMZN,33.28504,43.72999954223633,0.0,1.9500007629394531
2005-08-02,44.900001525878906,46.970001220703125,44.880001068115234,46.5099983215332,46.5099983215332,10836400,AMZN,37.16074,43.41999816894531,0.0,3.0900001525878906
2005-08-10,45.38999938964844,45.56999969482422,44.59000015258789,44.7599983215332,44.7599983215332,9921200,AMZN,40.707428,42.70000076293945,0.0,2.05999755859375
2005-08-18,43.880001068115234,43.900001525878906,43.5099983215332,43.72999954223633,43.72999954223633,3604300,AMZN,39.55605,42.95000076293945,0.0,0.779998779296875
2005-08-25,42.540000915527344,42.79999923706055,42.08000183105469,42.310001373291016,42.310001373291016,3092200,AMZN,37.10986,42.79999923706055,0.0,-0.48999786376953125
2005-08-30,42.38999938964844,42.709999084472656,41.959999084472656,42.4900016784668,42.4900016784668,3874200,AMZN,35.636635,41.25,0.0,1.2400016784667969
2005-08-31,42.439998626708984,42.810001373291016,42.040000915527344,42.70000076293945,42.70000076293945,3369200,AMZN,35.276814,42.08000183105469,0.0,0.6199989318847656
2005-10-10,43.81999969482422,44.380001068115234,43.58000183105469,43.7599983215332,43.7599983215332,3680300,AMZN,36.786552,39.86000061035156,0.0,3.8999977111816406
2005-10-13,42.43000030517578,42.97999954223633,41.900001525878906,42.619998931884766,42.619998931884766,3832800,AMZN,36.18846,41.560001373291016,0.0,1.05999755859375
2005-11-01,39.970001220703125,40.7400016784668,39.650001525878906,40.369998931884766,40.369998931884766,5383000,AMZN,34.972057,48.849998474121094,0.0,-8.479999542236328
2005-11-11,42.369998931884766,43.040000915527344,42.25,42.68000030517578,42.68000030517578,3982200,AMZN,34.58601,48.83000183105469,0.0,-6.150001525878906
2005-11-22,47.5,49.0099983215332,47.34000015258789,48.849998474121094,48.849998474121094,12990700,AMZN,41.377132,49.40999984741211,0.0,-0.5600013732910156
2005-11-29,48.310001373291016,49.43000030517578,48.119998931884766,48.54999923706055,48.54999923706055,10384400,AMZN,43.332195,48.13999938964844,0.0,0.4099998474121094
2005-12-06,49.060001373291016,49.900001525878906,49.060001373291016,49.2599983215332,49.2599983215332,9581400,AMZN,45.072323,48.060001373291016,0.0,1.1999969482421875
2005-12-09,48.650001525878906,49.040000915527344,48.25,48.7400016784668,48.7400016784668,4709000,AMZN,45.12106,47.58000183105469,0.0,1.1599998474121094
2005-12-12,49.150001525878906,49.29999923706055,48.63999938964844,49.06999969482422,49.06999969482422,3424300,AMZN,44.919285,47.25,0.0,1.8199996948242188
2005-12-27,48.900001525878906,49.099998474121094,48.36000061035156,48.560001373291016,48.560001373291016,5818700,AMZN,42.683167,44.45000076293945,0.0,4.1100006103515625
2006-01-03,47.470001220703125,47.849998474121094,46.25,47.58000183105469,47.58000183105469,7582200,AMZN,41.520763,43.599998474121094,0.0,3.9800033569335938
2006-01-05,47.15999984741211,48.20000076293945,47.11000061035156,47.650001525878906,47.650001525878906,5417200,AMZN,41.029366,45.220001220703125,0.0,2.4300003051757812
2006-01-18,43.189998626708984,44.59000015258789,43.099998474121094,44.31999969482422,44.31999969482422,8743300,AMZN,38.188324,38.16999816894531,0.0,6.150001525878906
2006-01-19,44.4900016784668,45.2400016784668,44.29999923706055,44.45000076293945,44.45000076293945,5156900,AMZN,37.873974,37.9900016784668,0.0,6.459999084472656
2006-02-07,38.09000015258789,38.20000076293945,37.20000076293945,37.52000045776367,37.52000045776367,7403600,AMZN,35.720303,37.119998931884766,0.0,0.40000152587890625
2006-02-22,38.310001373291016,39.099998474121094,37.709999084472656,38.720001220703125,38.720001220703125,7356900,AMZN,32.333107,36.88999938964844,0.0,1.8300018310546875
2006-03-01,37.45000076293945,37.689998626708984,36.849998474121094,37.119998931884766,37.119998931884766,6981500,AMZN,31.677708,36.0,0.0,1.1199989318847656
2006-03-02,35.63999938964844,37.0,35.369998931884766,36.880001068115234,36.880001068115234,11583700,AMZN,31.367224,35.68000030517578,0.0,1.2000007629394531
2006-03-08,36.720001220703125,37.470001220703125,36.61000061035156,36.810001373291016,36.810001373291016,6236600,AMZN,30.146523,36.31999969482422,0.0,0.4900016784667969
2006-03-22,36.0,36.540000915527344,35.790000915527344,36.0,36.0,4300800,AMZN,28.765558,36.130001068115234,0.0,-0.13000106811523438
2006-03-24,35.720001220703125,36.119998931884766,35.310001373291016,35.470001220703125,35.470001220703125,3682000,AMZN,28.359362,35.27000045776367,0.0,0.20000076293945312
2006-03-28,35.209999084472656,36.02000045776367,35.20000076293945,35.689998626708984,35.689998626708984,5727200,AMZN,27.9037,36.88999938964844,0.0,-1.2000007629394531
2006-04-03,36.66999816894531,37.33000183105469,36.099998474121094,36.13999938964844,36.13999938964844,5054000,AMZN,27.921524,35.54999923706055,0.0,0.5900001525878906
2006-04-05,36.65999984741211,37.34000015258789,36.27000045776367,37.34000015258789,37.34000015258789,5559500,AMZN,28.089602,35.7400016784668,0.0,1.5999984741210938
2006-04-12,35.90999984741211,36.439998626708984,35.90999984741211,36.130001068115234,36.130001068115234,2855800,AMZN,28.77195,34.470001220703125,0.0,1.6599998474121094
2006-04-24,36.119998931884766,36.119998931884766,35.31999969482422,35.790000915527344,35.790000915527344,3087600,AMZN,28.00223,32.779998779296875,0.0,3.0100021362304688
2006-05-12,33.560001373291016,33.779998779296875,32.54999923706055,32.72999954223633,32.72999954223633,4873600,AMZN,26.51431,33.4900016784668,0.0,-0.7600021362304688
2006-05-31,34.7400016784668,34.939998626708984,33.72999954223633,34.61000061035156,34.61000061035156,5196600,AMZN,27.211136,36.650001525878906,0.0,-2.0400009155273438
2006-06-08,33.54999923706055,34.060001373291016,32.41999816894531,33.54999923706055,33.54999923706055,8311000,AMZN,26.931845,38.52000045776367,0.0,-4.970001220703125
2006-07-10,36.29999923706055,36.70000076293945,35.400001525878906,35.790000915527344,35.790000915527344,3876700,AMZN,29.18681,26.889999389648438,0.0,8.900001525878906
2006-07-13,34.33000183105469,34.630001068115234,33.709999084472656,33.72999954223633,33.72999954223633,6455500,AMZN,28.077238,26.690000534057617,0.0,7.039999008178711
2006-07-21,33.849998474121094,33.970001220703125,32.91999816894531,33.189998626708984,33.189998626708984,7136600,AMZN,25.896559,26.06999969482422,0.0,7.119998931884766
2006-08-07,27.190000534057617,27.290000915527344,26.59000015258789,26.780000686645508,26.780000686645508,5476400,AMZN,22.18739,28.90999984741211,0.0,-2.1299991607666016
2006-08-16,27.969999313354492,28.139999389648438,27.520000457763672,27.950000762939453,27.950000762939453,7636600,AMZN,22.009108,29.72999954223633,0.0,-1.7799987792968786
2006-08-23,28.559999465942383,28.889999389648438,27.770000457763672,28.139999389648438,28.139999389648438,4726400,AMZN,22.113443,31.64999961853027,0.0,-3.5100002288818324
2006-08-25,27.790000915527344,28.229999542236328,27.6200008392334,28.030000686645508,28.030000686645508,3542600,AMZN,21.591711,32.08000183105469,0.0,-4.05000114440918
2006-09-06,31.760000228881836,31.979999542236328,30.649999618530273,30.799999237060547,30.799999237060547,9114100,AMZN,22.895699,32.33000183105469,0.0,-1.5300025939941406
2006-09-11,30.229999542236328,31.1299991607666,29.719999313354492,30.790000915527344,30.790000915527344,7403800,AMZN,23.157055,30.8700008392334,0.0,-0.07999992370605469
2006-09-15,31.899999618530273,32.7400016784668,31.579999923706055,32.52000045776367,32.52000045776367,10273700,AMZN,23.633305,32.59000015258789,0.0,-0.06999969482421875
2006-10-04,31.75,32.83000183105469,31.299999237060547,32.7599983215332,32.7599983215332,7064800,AMZN,24.622334,37.68000030517578,0.0,-4.920001983642578
2006-10-12,33.099998474121094,33.709999084472656,32.630001068115234,33.54999923706055,33.54999923706055,5989700,AMZN,25.484432,37.45000076293945,0.0,-3.9000015258789062
2006-10-13,33.349998474121094,33.58000183105469,33.08000183105469,33.31999969482422,33.31999969482422,4067300,AMZN,25.566055,37.459999084472656,0.0,-4.1399993896484375
2006-10-18,32.56999969482422,32.779998779296875,32.0,32.310001373291016,32.310001373291016,5349300,AMZN,25.441795,39.470001220703125,0.0,-7.159999847412109
2006-10-19,32.16999816894531,32.84000015258789,32.099998474121094,32.540000915527344,32.540000915527344,4037600,AMZN,25.28164,38.84000015258789,0.0,-6.299999237060547
2006-10-24,32.869998931884766,38.0,32.86000061035156,33.630001068115234,33.630001068115234,23155300,AMZN,25.498047,41.5099983215332,0.0,-7.879997253417969
2006-11-03,37.61000061035156,37.709999084472656,36.869998931884766,37.459999084472656,37.459999084472656,5124100,AMZN,31.81406,40.849998474121094,0.0,-3.3899993896484375
2006-11-06,37.63999938964844,38.349998474121094,37.529998779296875,38.209999084472656,38.209999084472656,4540900,AMZN,32.06056,40.91999816894531,0.0,-2.7099990844726562
2006-11-07,38.20000076293945,39.0,38.040000915527344,38.77000045776367,38.77000045776367,7745100,AMZN,32.38841,40.630001068115234,0.0,-1.8600006103515625
2006-11-13,39.22999954223633,40.0,39.130001068115234,39.9900016784668,39.9900016784668,6944300,AMZN,33.56181,38.97999954223633,0.0,1.0100021362304688
2006-11-14,40.11000061035156,41.66999816894531,39.619998931884766,41.5099983215332,41.5099983215332,10951300,AMZN,33.90016,38.900001525878906,0.0,2.609996795654297
2006-11-17,42.54999923706055,42.66999816894531,42.220001220703125,42.54999923706055,42.54999923706055,6530200,AMZN,35.56183,38.689998626708984,0.0,3.8600006103515625
2006-11-22,42.5,42.97999954223633,42.18000030517578,42.959999084472656,42.959999084472656,4535600,AMZN,36.247723,39.02000045776367,0.0,3.9399986267089844
2006-11-24,42.560001373291016,42.939998626708984,42.310001373291016,42.40999984741211,42.40999984741211,2241300,AMZN,36.26927,40.0099983215332,0.0,2.4000015258789062
2006-12-01,40.2599983215332,40.540000915527344,39.09000015258789,39.40999984741211,39.40999984741211,8306100,AMZN,35.07546,40.2400016784668,0.0,-0.8300018310546875
2006-12-15,39.380001068115234,40.189998626708984,39.22999954223633,40.0099983215332,40.0099983215332,8153500,AMZN,31.679235,37.150001525878906,0.0,2.859996795654297
2007-01-16,38.400001525878906,38.88999938964844,37.970001220703125,38.65999984741211,38.65999984741211,5643700,AMZN,30.537436,38.27000045776367,0.0,0.3899993896484375
2007-01-19,36.689998626708984,37.47999954223633,36.599998474121094,37.02000045776367,37.02000045776367,6095900,AMZN,30.350319,38.720001220703125,0.0,-1.7000007629394531
2007-01-31,36.95000076293945,38.189998626708984,36.7599983215332,37.66999816894531,37.66999816894531,7277500,AMZN,29.663012,41.0,0.0,-3.3300018310546875
2007-02-12,38.790000915527344,38.9900016784668,38.36000061035156,38.849998474121094,38.849998474121094,3835700,AMZN,31.983477,38.58000183105469,0.0,0.26999664306640625
2007-02-27,40.189998626708984,40.540000915527344,38.779998779296875,38.83000183105469,38.83000183105469,8850700,AMZN,34.340057,38.58000183105469,0.0,0.25
2007-03-05,37.150001525878906,38.31999969482422,37.040000915527344,37.04999923706055,37.04999923706055,9565600,AMZN,32.85775,39.0099983215332,0.0,-1.9599990844726562
2007-03-08,38.77000045776367,39.220001220703125,37.97999954223633,38.099998474121094,38.099998474121094,7629300,AMZN,32.007423,39.810001373291016,0.0,-1.7100028991699219
2007-03-12,38.63999938964844,39.04999923706055,38.380001068115234,38.810001373291016,38.810001373291016,4879000,AMZN,31.702572,40.41999816894531,0.0,-1.6099967956542969
2007-03-13,38.29999923706055,38.880001068115234,37.689998626708984,37.81999969482422,37.81999969482422,5204100,AMZN,31.56993,41.189998626708984,0.0,-3.3699989318847656
2007-03-20,38.529998779296875,38.689998626708984,38.22999954223633,38.58000183105469,38.58000183105469,3801300,AMZN,31.26899,41.68000030517578,0.0,-3.0999984741210938
2007-03-23,39.560001373291016,39.599998474121094,38.97999954223633,38.97999954223633,38.97999954223633,2941500,AMZN,31.583637,45.20000076293945,0.0,-6.220001220703125
2007-03-26,38.97999954223633,39.04999923706055,38.43000030517578,39.0099983215332,39.0099983215332,3521100,AMZN,31.630045,45.06999969482422,0.0,-6.060001373291016
2007-04-02,39.849998474121094,40.470001220703125,39.54999923706055,40.41999816894531,40.41999816894531,7091300,AMZN,32.053955,44.75,0.0,-4.3300018310546875
2007-04-05,41.56999969482422,41.7599983215332,41.439998626708984,41.68000030517578,41.68000030517578,3288400,AMZN,32.72245,62.5999984741211,0.0,-20.91999816894532
2007-04-11,41.72999954223633,41.869998931884766,41.2400016784668,41.68000030517578,41.68000030517578,5078400,AMZN,33.38994,61.18000030517578,0.0,-19.5
2007-04-16,43.77000045776367,45.29999923706055,43.66999816894531,45.20000076293945,45.20000076293945,13444000,AMZN,34.307255,60.81999969482422,0.0,-15.619998931884766
2007-04-17,45.279998779296875,45.31999969482422,44.75,45.06999969482422,45.06999969482422,7398900,AMZN,34.975986,61.830001831054695,0.0,-16.760002136230476
2007-05-03,61.08000183105469,62.540000915527344,60.7599983215332,62.189998626708984,62.189998626708984,13482000,AMZN,59.48421,69.3499984741211,0.0,-7.159999847412109
2007-05-31,70.68000030517578,70.73999786376953,68.56999969482422,69.13999938964844,69.13999938964844,9310200,AMZN,69.229004,69.66999816894531,0.529998779296875,0.0
2007-06-04,68.25,70.6500015258789,67.6500015258789,70.41999816894531,70.41999816894531,11380500,AMZN,69.24104,68.66000366210938,0.0,1.7599945068359375
2007-06-11,73.0,73.05000305175781,71.0,71.16999816894531,71.16999816894531,11159100,AMZN,72.51249,69.61000061035156,-1.55999755859375,0.0
2007-06-12,70.44000244140625,70.76000213623047,69.41999816894531,70.06999969482422,70.06999969482422,11829500,AMZN,72.41182,69.44999694824219,-0.6200027465820312,0.0
2007-06-15,72.8499984741211,72.87000274658203,71.19000244140625,72.4000015258789,72.4000015258789,9833200,AMZN,71.7215,72.06999969482422,0.0,0.3300018310546875
2007-06-22,69.55000305175781,69.87999725341797,68.41999816894531,68.86000061035156,68.86000061035156,8382600,AMZN,69.74901,73.69000244140625,4.8300018310546875,0.0
2007-07-16,74.7300033569336,74.83999633789062,73.0,73.69000244140625,73.69000244140625,8334900,AMZN,67.51098,79.0,0.0,-5.30999755859375
2007-07-17,74.38999938964844,74.5199966430664,73.58999633789062,73.79000091552734,73.79000091552734,6084400,AMZN,68.07749,79.13999938964844,0.0,-5.349998474121094
2007-07-19,74.23999786376953,74.31999969482422,73.12000274658203,73.3499984741211,73.3499984741211,5273500,AMZN,68.717964,74.11000061035156,0.0,-0.7600021362304688
2007-07-26,85.0199966430664,89.0,83.43000030517578,84.01000213623047,84.01000213623047,23267100,AMZN,73.83689,72.79000091552734,0.0,11.220001220703125
2007-07-31,83.69999694824219,83.7300033569336,78.0,78.54000091552734,78.54000091552734,14104500,AMZN,79.11381,77.48999786376953,-1.0500030517578125,0.0
2007-08-06,77.05999755859375,79.0,76.5999984741211,79.0,79.0,9002900,AMZN,79.31703,78.6500015258789,-0.34999847412109375,0.0
2007-08-20,74.9800033569336,75.27999877929688,73.80000305175781,74.69999694824219,74.69999694824219,5916100,AMZN,72.71842,86.27999877929688,0.0,-11.580001831054688
2007-08-29,76.95999908447266,79.05000305175781,76.86000061035156,79.05000305175781,79.05000305175781,5076800,AMZN,73.86938,89.6500015258789,0.0,-10.599998474121094
2007-09-10,84.93000030517578,85.16000366210938,82.51000213623047,83.33999633789062,83.33999633789062,5366900,AMZN,78.17681,93.41000366210938,0.0,-10.07000732421875
2007-09-19,89.5199966430664,89.81999969482422,88.26000213623047,89.0,89.0,6458700,AMZN,83.06558,94.66000366210938,0.0,-5.660003662109375
2007-10-08,94.22000122070312,95.8499984741211,94.0,95.8499984741211,95.8499984741211,7428400,AMZN,89.07007,90.0999984741211,0.0,5.75
2007-10-15,91.80000305175781,92.12000274658203,90.0999984741211,90.52999877929688,90.52999877929688,5608800,AMZN,89.24588,84.37000274658203,0.0,6.159996032714844
2007-10-24,90.87000274658203,90.87999725341797,83.2699966430664,88.7300033569336,88.7300033569336,41617400,AMZN,88.97229,78.51000213623047,-10.220001220703125,0.0
2007-11-06,84.61000061035156,87.5,84.37000274658203,87.2699966430664,87.2699966430664,7934000,AMZN,86.208305,90.30000305175781,0.0,-3.0300064086914062
2007-11-14,80.4000015258789,81.1500015258789,78.1500015258789,78.51000213623047,78.51000213623047,8427400,AMZN,80.72317,94.20999908447266,15.699996948242188,0.0
2007-11-15,79.43000030517578,79.7300033569336,76.69999694824219,77.8499984741211,77.8499984741211,7831500,AMZN,79.49722,94.30999755859375,16.459999084472656,0.0
